ID,Rating,Def_tplus1
47263,A,0
82926,A,0
57224,AAA,0
66244,CCC,0
51321,BBB,0
65348,CCC,0
84534,BBB,0
52665,BB,0
46233,CCC,0
61592,BB,0
59319,BB,0
70866,CCC,1
53411,A,0
43431,BB,0
38468,BBB,0
40143,B,0
52106,A,0
84767,BB,0
37893,AA,0
81116,A,0
45337,B,0
47883,BB,0
66897,BB,0
52574,BBB,0
34639,A,0
34504,BB,0
74619,B,0
57984,BB,0
82711,AA,0
39630,BBB,0
39725,BBB,0
76454,BB,0
42714,AAA,0
50606,BB,0
78992,AAA,0
44136,BBB,0
81795,A,0
39443,BBB,0
39771,BBB,0
75680,BB,0
48477,B,0
69620,BB,0
68823,BBB,0
84735,A,0
74384,BBB,0
54915,BB,0
53984,BB,0
76889,A,0
66970,B,0
75580,AA,0
67750,CCC,0
70032,B,0
40480,AAA,0
67937,BBB,0
53427,AA,0
71561,BB,0
64629,BBB,0
77421,BBB,0
71984,AA,0
80692,AA,0
43067,BB,0
46688,A,0
70504,CCC,1
62931,A,0
34827,B,0
65104,BBB,0
78105,A,0
37987,BB,0
35880,BBB,0
67537,BB,0
37011,AA,0
41597,BB,0
44603,BB,0
59920,BB,0
52137,BBB,0
47881,A,0
64977,B,0
78453,BBB,0
51148,BBB,0
74481,B,0
74574,AA,0
50477,AAA,0
38175,BB,0
82417,BB,0
40030,BBB,0
39513,AAA,0
71271,A,0
84229,BB,0
56016,AAA,0
36448,BB,0
53966,AAA,0
36737,BBB,0
66850,BB,0
32646,AA,0
53608,AAA,0
49046,BB,0
51860,BBB,0
53762,AAA,0
69340,BBB,0
57924,A,0
63534,A,0
80615,AAA,0
39021,CCC,1
44279,BB,0
55901,A,0
77794,AA,0
61083,BB,0
35174,B,0
33640,B,0
77716,BBB,0
83048,BBB,0
38044,BB,0
46215,AAA,0
59708,BBB,0
77354,BBB,0
51043,A,0
76676,BB,0
41836,BB,0
46266,BBB,0
82876,BBB,0
79066,BB,0
35515,AAA,0
48252,A,0
80171,A,0
53575,BBB,0
57983,BBB,0
80929,BBB,0
83798,BB,0
59426,BB,0
65034,AA,0
50428,BBB,0
66199,BBB,0
47074,BBB,0
56004,AA,0
72505,A,0
36644,BB,0
78310,AA,0
67209,BBB,0
58517,A,0
82599,BB,0
62691,B,0
72363,AA,0
43107,AAA,0
37859,A,0
39754,AAA,0
61798,AA,0
34228,B,0
68569,A,0
68217,BBB,0
80474,BBB,0
73756,BBB,0
75128,A,0
51327,AAA,0
84700,AAA,0
37999,AA,0
80545,CCC,0
33856,BB,0
77816,AAA,0
52290,BB,0
75815,AA,0
77372,AAA,0
59919,AAA,0
58982,AAA,0
72658,B,0
63069,A,0
53480,AA,0
64467,A,0
73371,A,0
80927,A,0
65969,BB,0
72847,BBB,0
48209,BBB,0
61787,AAA,0
45262,BB,0
35571,A,0
62190,A,0
37017,BBB,0
63543,BBB,0
60415,BBB,0
73281,BB,0
54627,AAA,0
44891,A,0
65138,BBB,0
46340,BBB,0
84254,BB,0
79055,BB,0
79124,BBB,0
56355,BB,0
52543,B,0
81226,AAA,0
73490,BBB,0
44275,BBB,0
33529,AA,0
69916,A,0
58963,B,0
81238,CCC,0
58135,AAA,0
46274,BB,0
80584,AA,0
57719,AAA,0
43535,BBB,0
37850,AAA,0
56017,A,0
55721,BBB,0
72566,A,0
45626,BBB,0
66446,BB,0
32656,BBB,0
60732,AA,0
46185,AAA,0
36695,A,0
74790,CCC,1
65620,AA,0
32965,B,0
52498,A,0
43580,BB,0
69742,AA,0
69813,BBB,0
68544,AAA,0
37837,AAA,0
67132,BBB,0
82316,BBB,0
78015,AA,0
76721,AA,0
54902,BB,0
55109,B,0
47247,AAA,0
49358,AAA,0
70902,BB,0
82589,BBB,0
63139,BB,0
33170,AA,0
42311,BB,0
61087,AAA,0
52510,BB,0
82182,BB,0
77753,BB,0
40058,AA,0
37000,BBB,0
64569,A,0
54161,AAA,0
55775,AA,0
66443,BB,0
59727,BBB,0
64731,BB,0
66338,AAA,0
51036,BB,0
61295,A,0
82716,A,0
52879,B,0
50367,BBB,0
37594,BB,0
73909,BB,0
34962,BBB,0
36268,BBB,0
70082,BBB,0
51239,A,0
33795,A,0
79565,BBB,0
52903,BB,0
53420,CCC,0
34344,AA,0
62063,BBB,0
50097,CCC,1
44232,BB,0
32946,BB,0
72411,A,0
47207,B,0
36955,CCC,0
55265,BB,0
61258,BBB,0
50039,BBB,0
67662,AAA,0
70008,AAA,0
47527,B,0
46882,BBB,0
69490,BB,0
78668,A,0
48246,BBB,0
64648,AA,0
44128,B,0
59545,AAA,0
74898,AA,0
57036,BB,0
82980,BBB,0
77390,BBB,0
45100,CCC,0
47815,A,0
45454,AAA,0
59130,AAA,0
40836,A,0
68422,AAA,0
58310,B,0
40182,BB,0
62509,AAA,0
36358,AAA,0
42293,B,0
55992,BB,0
70782,BB,0
79971,A,0
82105,AAA,0
84638,BBB,0
68413,BB,0
50139,BBB,0
33137,AAA,0
82483,AA,0
38575,B,0
66978,A,0
33580,A,0
65211,BB,0
70650,AA,0
78380,CCC,1
64053,BBB,0
56674,BB,0
45173,AAA,0
80769,BBB,0
55900,B,1
65701,BB,0
58935,A,0
84485,BB,0
79407,BBB,0
58484,A,0
41398,A,0
74176,AA,0
33636,CCC,0
39439,BBB,0
71793,A,0
79144,B,0
61015,AAA,0
35397,AAA,0
73117,A,0
79799,BBB,0
78409,BBB,0
56257,BBB,0
50829,AA,0
76777,BB,0
70770,AAA,0
41421,AAA,0
78043,BBB,0
59572,A,0
63043,BBB,0
68879,B,0
33620,BBB,0
55318,A,0
52470,CCC,0
36692,BBB,0
67184,BB,0
81379,BBB,0
42755,A,0
35381,BB,0
47323,A,0
70046,BB,0
84993,AAA,0
77748,A,0
33194,BB,1
35681,BB,0
56503,BBB,0
59371,BBB,0
52540,AAA,0
36409,AAA,0
70288,A,0
73431,AA,0
53533,AA,0
82319,BBB,0
58492,AAA,0
73212,CCC,0
52497,BB,0
82773,AAA,0
36237,AAA,0
43517,A,0
46833,BB,0
36364,AA,0
48705,BB,0
84639,BB,0
63264,BBB,0
54724,AA,0
54846,BBB,0
82953,AAA,0
78750,BBB,0
45388,AAA,0
33674,BBB,0
67558,AA,0
50202,AA,0
47588,BB,0
77919,BB,0
32910,BBB,0
54593,BBB,0
84647,B,0
67046,AA,0
78872,CCC,0
35163,BBB,0
74370,AAA,0
76375,AA,0
63584,A,0
45070,A,0
74875,A,0
36311,A,0
51380,A,0
82464,BBB,0
54146,AAA,0
60499,B,0
64311,AAA,0
51514,BBB,0
80212,BBB,0
75372,A,0
79410,AAA,0
51150,BBB,0
83715,AAA,0
75444,BB,0
68816,BB,0
64863,BB,0
44118,CCC,0
33744,BB,0
76377,BB,0
72561,AA,0
61732,AAA,0
53279,BBB,0
61270,BBB,0
56278,BBB,0
37795,A,0
42312,A,0
67684,A,0
57752,BBB,0
81551,BBB,0
59381,BBB,0
74702,A,0
63905,CCC,0
79631,B,0
44872,AAA,0
68584,BB,0
84629,AA,0
70484,BBB,0
84922,AA,0
51738,BBB,0
76059,BB,0
64735,AAA,0
41508,BBB,0
60944,BBB,0
54407,BB,0
83561,A,0
70768,BBB,0
37680,BB,0
54680,B,0
72194,BBB,0
42783,A,0
74710,A,0
35920,AAA,0
53370,AA,0
53526,AAA,0
80122,BB,0
47772,AA,0
74099,BB,0
77398,AA,0
63942,BBB,0
51904,BBB,0
68414,BB,0
51267,BBB,0
54501,B,0
47889,AAA,0
60984,BB,0
39060,BB,0
68616,A,0
69427,BBB,0
34290,A,0
48962,AAA,0
64567,BBB,0
35814,BBB,0
63915,AA,0
77964,BBB,0
37147,BB,0
75308,BBB,0
70624,B,0
66142,AAA,0
60459,BBB,0
55945,BBB,0
62960,BBB,0
49416,AA,0
34964,A,0
32901,BB,0
47435,BBB,0
66814,A,0
42359,A,0
51633,A,0
56698,BBB,0
72738,A,0
62088,AAA,0
82400,BBB,0
85028,BBB,0
81886,AAA,0
62918,BB,0
65247,AA,0
77539,AA,0
42121,AAA,0
68002,BB,0
76522,AA,0
44167,BBB,0
84078,AAA,0
49885,AAA,0
43827,BB,0
46374,AAA,0
77426,CCC,1
41327,BBB,0
81810,AA,0
50893,BB,0
55704,A,0
59039,BBB,0
69504,AAA,0
32657,A,0
35984,AAA,0
38923,AAA,0
40550,BB,0
81244,AAA,0
77315,BBB,0
39240,AAA,0
84585,BBB,0
78151,A,0
49552,BB,0
35868,AA,0
75770,B,0
36499,BBB,0
51701,A,0
50056,BBB,0
57083,A,0
44919,BBB,0
77595,BBB,0
76545,AAA,0
71463,AA,0
47679,BB,0
56755,BB,0
48508,AAA,0
43553,BB,0
59448,AAA,0
64036,A,0
42342,B,0
52193,AAA,0
40698,AA,0
40059,BB,0
83095,BB,0
62278,BBB,0
63950,BB,0
70757,B,0
44110,BB,0
78220,BBB,0
71395,BBB,0
69895,BBB,0
78727,B,0
43913,BB,0
82657,BBB,0
57389,AAA,0
60014,B,0
41980,AA,0
70140,AAA,0
78877,CCC,1
74670,AAA,0
53682,AA,0
78958,BB,0
70110,BBB,0
34507,BBB,0
56818,AAA,0
76225,BBB,0
75740,A,0
37366,BBB,0
33114,A,0
40331,BBB,0
37387,BBB,0
80041,AA,0
68589,BBB,0
61072,BBB,0
41809,BBB,0
77724,BBB,0
51982,BBB,0
50233,BB,0
47201,BBB,0
45973,BB,0
77200,BBB,0
37794,BBB,0
33921,BB,0
48102,BBB,0
66873,B,0
58748,BB,0
82102,BB,0
39805,BBB,0
33773,BBB,0
39236,BBB,0
35222,B,0
81812,BBB,0
75090,BBB,0
63652,BBB,0
76586,BBB,0
52273,BB,0
45436,BBB,0
46280,BBB,0
35530,A,0
61086,BBB,0
58139,A,0
66198,AAA,0
69433,AAA,0
84847,BBB,0
43762,CCC,1
59520,AA,0
48129,BB,0
78192,BB,0
37482,B,0
48703,A,0
37345,A,0
65240,BB,0
52414,A,0
44169,BBB,0
74634,BB,0
49532,AA,0
84273,A,0
44085,AAA,0
55258,BBB,0
82210,A,0
46778,BBB,0
64747,BBB,0
36338,AA,0
56747,BB,0
56473,BBB,0
67451,A,0
84528,BB,0
60330,AA,0
40180,AA,0
81210,A,0
36801,BB,0
36378,A,0
68878,AAA,0
57309,BB,0
75160,AAA,0
51460,B,0
52118,BB,0
44772,AA,0
50610,BBB,0
61152,AAA,0
77233,BB,0
48430,BBB,0
65172,B,0
52242,A,0
51503,A,0
48172,BBB,0
40525,BBB,0
45298,A,0
54056,A,0
41566,AAA,0
73786,A,0
75432,AA,0
59501,A,0
40096,AAA,0
49039,AA,0
77057,AAA,0
34033,BB,0
80393,BB,0
55461,BBB,0
40700,CCC,0
76362,BBB,0
45334,AAA,0
56492,BBB,0
45444,AA,0
47488,BBB,0
35662,BBB,0
73487,BB,1
58156,A,0
79609,BBB,0
47032,AAA,0
77523,AAA,0
75100,BBB,0
65965,AAA,0
50384,B,0
65357,A,0
52109,A,0
38541,AAA,0
47726,BB,0
70581,BB,0
54049,A,0
52155,AAA,0
65014,AA,0
35170,BB,1
84876,AAA,0
43669,BBB,0
75423,A,0
51305,AA,0
65105,BB,0
69962,BBB,0
63758,B,0
71308,AA,0
48480,BBB,0
73846,BB,0
63154,AA,0
64967,AA,0
83700,CCC,0
59271,AAA,0
64010,BBB,0
61109,BBB,0
39779,AAA,0
33626,BB,0
71057,CCC,0
48886,BB,0
37212,CCC,1
50537,BBB,0
58085,AAA,0
73367,AAA,0
32666,BB,0
66129,B,0
43749,AAA,0
73375,BB,0
43890,AA,0
55527,BBB,0
69604,AAA,0
53890,A,0
55416,A,0
67489,AA,0
66346,CCC,0
42445,AAA,0
42716,A,0
62887,BBB,0
75993,AAA,0
77896,BBB,0
75548,BBB,0
37528,B,0
84510,BB,0
62461,BBB,0
61864,A,0
76867,CCC,0
50438,A,0
74798,A,0
34336,AAA,0
36891,AA,0
72729,A,0
83947,AA,0
63382,AA,0
57147,BB,0
83277,AAA,0
52993,BB,0
66349,BB,0
49212,A,0
39862,BB,0
72625,BB,0
60446,AA,0
66781,AA,0
68352,A,0
57329,CCC,0
59184,B,0
82534,BB,0
71623,AAA,0
40430,A,0
71385,AAA,0
83244,B,0
42616,AAA,0
45373,AA,0
82609,AAA,0
77377,A,0
61322,BBB,0
52281,BB,0
37026,AAA,0
68105,AAA,0
57819,AA,0
41753,AA,0
65187,A,0
51025,B,0
45115,B,0
70656,BB,0
68808,BB,0
50279,BB,0
72196,BB,0
79997,AA,0
53053,AA,0
46400,BBB,0
72431,BB,0
72970,BB,0
82343,BB,0
38240,B,0
76085,BB,0
39505,BB,0
79772,AA,0
57169,BBB,0
65118,BBB,0
83077,BB,0
33431,B,0
65446,AAA,0
59292,AAA,0
81921,AA,0
56346,CCC,1
59582,BBB,0
50742,A,0
61482,BB,0
40823,AA,0
56019,AAA,0
34761,BB,0
56498,A,0
45000,AAA,0
80031,BBB,0
65963,BB,0
78454,A,0
70094,A,0
74708,BB,0
67571,AAA,0
55792,BBB,0
56779,AAA,0
45981,BBB,0
55729,AAA,0
64233,BBB,0
72520,B,0
65696,AAA,0
47048,BBB,0
48461,BBB,0
37541,AA,0
68457,BBB,0
39547,BB,0
61364,BB,0
66719,AAA,0
54328,AA,0
47348,A,0
57656,AA,0
82742,BBB,0
53391,BBB,0
51331,BBB,0
73203,BBB,0
66101,AA,0
82571,AAA,0
60741,A,0
72786,BB,0
60924,A,0
41399,CCC,0
76500,AAA,0
44814,A,0
43180,AAA,0
76828,AA,0
58224,AAA,0
60066,BBB,0
84217,BBB,0
49508,BB,0
73419,BBB,0
56109,A,0
55640,AAA,0
63237,B,0
40227,AA,0
76335,BB,0
54736,B,0
46476,A,0
76211,BBB,0
61941,BBB,0
50207,AAA,0
51871,B,0
84867,A,0
78914,BB,0
73000,BBB,0
46121,AAA,0
49408,AAA,0
55652,BBB,0
37050,A,0
69126,A,0
71445,AA,0
35552,B,0
48836,BBB,0
69410,AAA,0
58408,AAA,0
46300,A,0
50944,BB,1
46877,BB,0
44720,BB,0
76600,BB,0
76714,B,0
59549,AAA,0
47997,AAA,0
41082,AA,0
79315,BBB,0
32644,BB,0
47064,A,0
83824,BB,0
81196,AAA,0
61661,BB,0
35404,BBB,0
55599,AAA,0
68415,BB,1
63895,AAA,0
83549,BB,0
84813,CCC,0
44105,A,0
56364,AAA,0
76418,BB,0
49342,AAA,0
75127,BBB,0
44463,BB,0
45194,BB,0
43076,AAA,0
64401,BB,0
59284,BBB,0
47671,BBB,0
67946,AA,0
43843,A,0
38262,CCC,1
81594,BB,0
75206,AAA,0
78758,BB,0
67439,BB,0
36461,AA,0
39783,BB,0
70394,AA,0
63946,A,0
69408,BBB,0
68571,AAA,0
51282,B,0
76006,AAA,0
56864,AAA,0
76461,BBB,0
72011,AAA,0
47813,B,0
54564,BB,0
45877,CCC,0
61323,BB,0
74843,AAA,0
78227,B,0
46556,AAA,0
43429,A,0
67524,BBB,0
55015,BBB,0
42125,AAA,0
37745,BBB,0
74372,BB,0
46551,BBB,0
61002,BB,0
56106,AA,0
81968,BB,0
82424,BB,0
59612,AAA,0
64310,BBB,1
33121,CCC,1
68104,AAA,0
51810,BBB,0
53569,BBB,0
61211,AAA,0
56237,AA,0
34174,BBB,0
52824,AAA,0
61601,AA,0
73454,BBB,0
72971,B,0
48304,BB,0
72592,BBB,0
73300,BB,0
44209,BBB,0
61920,AAA,0
44013,CCC,0
55074,AA,0
71430,B,0
48237,BBB,0
42726,BBB,0
63818,A,0
32887,BBB,0
82990,BB,0
43209,BBB,0
57374,BBB,0
59283,A,0
75216,BB,0
67498,AAA,0
71066,A,0
84837,A,0
33934,AAA,0
67800,BB,0
60142,AA,0
77778,A,0
51391,AAA,0
76613,B,0
76357,BBB,0
79423,A,0
60205,A,0
57432,BBB,0
76786,B,0
58999,BB,0
42624,BBB,0
73554,BB,0
68927,AAA,0
57642,BBB,0
59834,A,0
74989,AAA,0
47177,BBB,0
37629,A,0
49618,B,1
82470,BBB,0
49776,AA,0
84862,AAA,0
50494,BBB,0
70986,BB,0
81505,CCC,1
45195,A,0
76886,AA,0
37630,BB,0
34846,CCC,1
65095,AAA,0
59334,BB,0
50701,AA,0
50529,BB,0
57475,BBB,0
65233,AA,0
64790,B,0
40527,A,0
44261,B,0
57196,BB,0
58206,A,0
79052,BBB,0
72911,BBB,0
76842,BB,0
65810,BB,0
51526,BB,0
59542,BB,0
71101,A,0
61493,BBB,0
80519,BB,1
57371,BBB,0
46526,AAA,0
54584,A,0
63521,BB,0
55618,AAA,0
84553,BBB,0
61395,BBB,0
65175,A,0
68545,BBB,0
65580,AAA,0
53050,AA,0
35488,A,0
47351,BBB,0
35651,BBB,0
54115,BBB,0
50594,BB,0
72668,AA,0
44741,B,0
82377,BBB,0
69696,AAA,0
34782,A,0
52053,A,0
73894,AAA,0
49818,BB,0
73260,CCC,0
67606,B,0
39807,BB,0
67327,A,0
36482,A,0
